counter,timestamp,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,crc
364,70,45354,45351,45368,45362,45359,45358,56,52,6375
365,70,45356,45351,45368,45362,45357,45357,56,52,50616
366,69,45356,45351,45368,45363,45357,45356,56,53,36169
367,70,45354,45350,45368,45362,45358,45356,56,50,43200
368,70,45355,45351,45368,45362,45357,45357,56,52,51455
369,70,45355,45352,45369,45361,45358,45357,56,52,35808
370,69,45355,45351,45367,45362,45359,45358,56,50,53140
371,75,45355,45352,45368,45362,45359,45357,55,52,59835
372,70,45355,45351,45368,45363,45358,45357,56,52,52636
373,70,45354,45351,45368,45361,45358,45356,56,51,58274
374,70,45354,45351,45369,45362,45358,45356,56,52,57417
375,69,45356,45352,45368,45362,45358,45357,56,52,63776
376,70,45355,45352,45368,45363,45359,45358,56,52,711
377,70,45355,45351,45368,45363,45359,45357,56,52,43925
378,69,45355,45351,45368,45363,45359,45357,56,51,22327
379,70,45354,45351,45369,45361,45359,45356,56,51,47538
380,70,45355,45351,45369,45362,45358,45357,57,52,56790
381,70,45354,45351,45369,45363,45358,45357,56,51,53528
382,69,45354,45352,45369,45363,45358,45358,56,52,4533
383,70,45355,45352,45369,45362,45358,45357,56,52,53564
384,70,45354,45351,45369,45362,45357,45357,56,52,23746
385,76,45356,45351,45368,45362,45357,45357,56,52,889
386,69,45354,45351,45368,45363,45358,45357,55,52,720
387,70,45355,45351,45369,45362,45358,45357,56,53,46758
388,70,45355,45352,45369,45362,45358,45357,56,51,13116
389,69,45354,45351,45368,45362,45358,45357,56,51,51478
390,70,45355,45351,45368,45362,45358,45356,56,52,29812
391,70,45355,45352,45368,45362,45358,45357,57,52,49958
392,70,45355,45352,45369,45362,45358,45357,55,50,34987
393,69,45356,45352,45367,45362,45358,45357,55,52,27418
394,70,45355,45351,45368,45363,45358,45357,55,51,31664
395,70,45355,45351,45368,45362,45358,45358,56,52,15549
396,69,45356,45351,45367,45362,45358,45356,56,50,16699
397,70,45355,45351,45368,45362,45358,45358,56,52,33654
398,70,45354,45352,45368,45361,45358,45356,56,50,44718
399,70,45355,45351,45368,45362,45357,45357,56,51,65421
400,75,45354,45352,45369,45361,45358,45358,56,50,21406
401,70,45354,45351,45368,45363,45358,45358,56,52,31934
402,70,45355,45351,45368,45362,45358,45357,55,52,61897
403,70,45355,45351,45369,45362,45358,45357,56,51,33640
404,69,45355,45352,45369,45362,45357,45357,56,53,8438
405,70,45355,45352,45368,45362,45357,45357,57,51,6416
406,70,45354,45351,45367,45362,45357,45357,57,52,23852
407,69,45355,45351,45368,45361,45358,45358,56,50,2642
408,70,45355,45351,45368,45362,45358,45358,57,51,39575
